Name,Studio,Genre,Score,Ranked,Popularity,Members
Kaguya-sama wa Kokurasetai: Ultra Romantic,A-1 Pictures,Comedy,9.14,1,587851,301
Fullmetal Alchemist: Brotherhood,Bones,Action,9.13,2,2928714,3
Gintama°,Bandai Namco Pictures,Action,9.08,3,544152,338
Steins;Gate,White Fox,Drama,9.08,4,2266720,13
Shingeki no Kyojin Season 3 Part 2,Wit Studio,Action,9.07,5,1878186,28
Gintama',Sunrise,Action,9.05,6,479491,381
Hunter x Hunter (2011),Madhouse,Action,9.05,7,2415228,10
Gintama': Enchousen,Sunrise,Action,9.04,8,285564,698
Gintama: The Final,Bandai Namco Pictures,Action,9.04,9,107114,1684
Fruits Basket: The Final,TMS Entertainment,Drama,9.03,10,360594,523
Ginga Eiyuu Densetsu,Kitty Film Mitaka Studio,Drama,9.03,11,283202,704
Gintama.,Bandai Namco Pictures,Action,8.99,12,272258,736
3-gatsu no Lion 2nd Season,Shaft,Drama,8.95,13,356213,531
Gintama,Sunrise,Action,8.95,14,953661,131
Koe no Katachi,Kyoto Animation,Drama,8.95,15,1998389,18
Clannad: After Story,Kyoto Animation,Drama,8.94,16,1089307,106
Violet Evergarden Movie,Kyoto Animation,Drama,8.94,17,454312,405
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,Sunrise,Action,8.93,18,212633,941
Code Geass: Hangyaku no Lelouch R2,Sunrise,Action,8.91,19,1586126,47
Owarimonogatari 2nd Season,Shaft,Comedy,8.9,20,352896,538
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,Bandai Namco Pictures,Action,8.88,21,166828,1193
Kimetsu no Yaiba: Yuukaku-hen,ufotable,Action,8.86,22,933077,139
Kimi no Na wa.,CoMix Wave Films,Drama,8.86,23,2389118,11
Monster,Madhouse,Drama,8.84,24,871545,153
Shingeki no Kyojin: The Final Season,MAPPA,Action,8.83,25,1626008,44
Spy x Family,Wit Studio,Action,8.83,26,911493,145
Shingeki no Kyojin: The Final Season Part 2,MAPPA,Action,8.82,27,901520,147
Kingdom 3rd Season,Pierrot,Action,8.82,28,72871,2166
Gintama.: Shirogane no Tamashii-hen,Bandai Namco Pictures,Action,8.81,29,180647,1093
Mob Psycho 100 II,Bones,Action,8.81,30,1258981,83
Kingdom 4th Season,Pierrot,Action,8.8,31,32089,3405
Kizumonogatari III: Reiketsu-hen,Shaft,Action,8.8,32,408326,460
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Production I.G,Sports,8.79,33,1050525,112
Shiguang Dailiren,Studio LAN,Drama,8.79,34,221175,905
Sen to Chihiro no Kamikakushi,Studio Ghibli,Adventure,8.78,35,1631116,43
Monogatari Series: Second Season,Shaft,Comedy,8.77,36,615672,276
Made in Abyss: Retsujitsu no Ougonkyou,Kinema Citrus,Adventure,8.77,37,212209,944
Cowboy Bebop,Sunrise,Action,8.76,38,1636250,42
Hajime no Ippo,Madhouse,Sports,8.75,39,488661,374
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Studio Deen,Drama,8.75,40,171066,1158
Mushishi Zoku Shou 2nd Season,Artland,Adventure,8.74,41,239092,832
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Studio Bind,Drama,8.73,42,618645,275
Odd Taxi,OLM,Mystery,8.73,43,320652,608
Vinland Saga,Wit Studio,Action,8.73,44,1127429,99
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Studio Deen,Action,8.71,45,258870,776
86 Part 2,A-1 Pictures,Action,8.71,46,325654,595
Ashita no Joe 2,Tokyo Movie Shinsha,Action,8.71,47,42540,2937
Fate/stay night Movie: Heaven's Feel - III. Spring Song,ufotable,Action,8.71,48,281148,709
Code Geass: Hangyaku no Lelouch,Sunrise,Action,8.7,49,2011653,17
Mushishi Zoku Shou,Artland,Adventure,8.7,50,272170,737
Great Teacher Onizuka,Pierrot,Comedy,8.69,51,733609,215
Jujutsu Kaisen (TV),MAPPA,Action,8.68,52,1917156,26
Mo Dao Zu Shi: Wanjie Pian,B.CMAY PICTURES,Action,8.68,53,58620,2471
Mononoke Hime,Studio Ghibli,Action,8.68,54,1108543,103
Mushishi,Artland,Adventure,8.67,55,747039,203
Violet Evergarden,Kyoto Animation,Drama,8.67,56,1529428,51
Made in Abyss,Kinema Citrus,Adventure,8.67,57,1157836,93
Hajime no Ippo: New Challenger,Madhouse,Sports,8.66,58,245450,809
Howl no Ugoku Shiro,Studio Ghibli,Adventure,8.66,59,1144997,94
Kimetsu no Yaiba Movie: Mugen Ressha-hen,ufotable,Action,8.66,60,1183704,90
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,Kinema Citrus,Adventure,8.66,61,343088,559
Shigatsu wa Kimi no Uso,A-1 Pictures,Drama,8.66,62,1960000,21
Natsume Yuujinchou Shi,Brain's Base,Drama,8.65,63,224522,894
One Piece,Toei Animation,Action,8.65,64,1918933,25
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,A-1 Pictures,Comedy,8.65,65,1111856,101
Evangelion: 3.0+1.0 Thrice Upon a Time,Khara,Action,8.64,66,299885,657
Haikyuu!! Second Season,Production I.G,Sports,8.64,67,1256801,84
Natsume Yuujinchou Roku,Shuka,Drama,8.63,68,166142,1199
Tengen Toppa Gurren Lagann,Gainax,Action,8.63,69,1460605,60
Ping Pong the Animation,Tatsunoko Production,Drama,8.62,70,346600,552
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,CloverWorks,Drama,8.62,71,596032,295
Shingeki no Kyojin Season 3,Wit Studio,Action,8.62,72,1996942,19
Suzumiya Haruhi no Shoushitsu,Kyoto Animation,Mystery,8.62,73,564276,321
Death Note,Madhouse,Supernatural,8.62,74,3451397,2
Ousama Ranking,Wit Studio,Adventure,8.61,75,438270,425
Mushishi Zoku Shou: Suzu no Shizuku,Artland,Adventure,8.6,76,116039,1574
Ookami Kodomo no Ame to Yuki,Studio Chizu,Fantasy,8.59,77,742175,206
Hajime no Ippo: Rising,Madhouse,Sports,8.59,78,218591,912
Kizumonogatari II: Nekketsu-hen,Shaft,Action,8.59,79,397219,471
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,David Production,Action,8.58,80,856164,157
Natsume Yuujinchou Go,Shuka,Drama,8.58,81,165394,1204
Natsume Yuujinchou San,Brain's Base,Drama,8.58,82,231553,862
Shouwa Genroku Rakugo Shinjuu,Studio Deen,Drama,8.58,83,267563,752
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,Gainax,Action,8.57,84,196041,1014
Yojouhan Shinwa Taikei,Madhouse,Comedy,8.57,85,396463,473
Kimi no Suizou wo Tabetai,Studio VOLN,Drama,8.57,86,785403,182
Fate/Zero 2nd Season,ufotable,Action,8.56,87,1013847,120
Fruits Basket 2nd Season,TMS Entertainment,Drama,8.56,88,410467,457
Shoujo☆Kageki Revue Starlight Movie,Kinema Citrus,Music,8.56,89,11014,5417
Mushishi: Hihamukage,Artland,Adventure,8.55,90,125923,1474
Neon Genesis Evangelion: The End of Evangelion,Gainax,Avant Garde,8.55,91,801442,174
Zoku Natsume Yuujinchou,Brain's Base,Drama,8.55,92,228491,871
Fruits Basket: Prelude,TMS Entertainment,Drama,8.55,93,62835,2367
Bakuman. 3rd Season,J.C.Staff,Comedy,8.54,94,308277,631
Haikyuu!! To the Top Part 2,Production I.G,Sports,8.54,95,667798,243
Kara no Kyoukai Movie 5: Mujun Rasen,ufotable,Action,8.54,96,220567,906
Kenpuu Denki Berserk,OLM,Action,8.54,97,547649,336
Kimetsu no Yaiba,ufotable,Action,8.54,98,2487554,9
Slam Dunk,Toei Animation,Sports,8.54,99,259039,775
Sora yori mo Tooi Basho,Madhouse,Adventure,8.54,100,443988,419
Yakusoku no Neverland,CloverWorks,Mystery,8.54,101,1713449,39
Perfect Blue,Madhouse,Avant Garde,8.53,102,577196,311
Shingeki no Kyojin,Wit Studio,Action,8.53,103,3469223,1
Yuru Camp△ Season 2,C-Station,Slice of Life,8.53,104,183430,1077
Gintama.: Porori-hen,Bandai Namco Pictures,Action,8.53,105,175963,1113
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,ufotable,Action,8.52,106,328458,593
Gintama Movie 1: Shinyaku Benizakura-hen,Sunrise,Action,8.52,107,147293,1320
Jujutsu Kaisen 0 Movie,MAPPA,Action,8.52,108,437528,429
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Production I.G,Action,8.52,109,212219,943
Nana,Madhouse,Drama,8.52,110,558072,328
Steins;Gate 0,White Fox,Drama,8.52,111,770192,190
One Punch Man,Madhouse,Action,8.51,112,2833391,4
Uchuu Kyoudai,A-1 Pictures,Comedy,8.51,113,177103,1110
Samurai Champloo,Manglobe,Action,8.5,114,1112947,100
Shingeki no Kyojin Season 2,Wit Studio,Action,8.5,115,2352482,12
Ansatsu Kyoushitsu 2nd Season,Lerche,Action,8.5,116,1251948,85
Aria the Origination,Hal Film Maker,Fantasy,8.5,117,116453,1568
Banana Fish,MAPPA,Action,8.5,118,726163,218
Hotaru no Haka,Studio Ghibli,Drama,8.5,119,584920,304
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,David Production,Action,8.5,120,951188,132
Karakai Jouzu no Takagi-san 3,Shin-Ei Animation,Comedy,8.49,121,138694,1376
Rainbow: Nisha Rokubou no Shichinin,Madhouse,Drama,8.49,122,361642,522
Tian Guan Ci Fu Special,Haoliners Animation League,Drama,8.49,123,31878,3418
Mob Psycho 100,Bones,Action,8.48,124,1756967,35
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,White Fox,Drama,8.48,125,716447,225
Chihayafuru 3,Madhouse,Drama,8.48,126,121206,1515
Gintama: The Semi-Final,Bandai Namco Pictures,Action,8.47,127,57692,2492
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,J.C.Staff,Adventure,8.47,128,650432,253
Mo Dao Zu Shi,B.CMAY PICTURES,Action,8.47,129,195861,1015
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Shaft,Drama,8.46,130,341460,562
Nichijou,Kyoto Animation,Comedy,8.46,131,796194,175
Owarimonogatari,Shaft,Comedy,8.46,132,438247,424
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,White Fox,Drama,8.46,133,539920,340
Zoku Owarimonogatari,Shaft,Comedy,8.46,134,199911,997
Mo Dao Zu Shi: Xian Yun Pian,B.CMAY PICTURES,Action,8.45,135,86528,1956
Saenai Heroine no Sodatekata Fine,CloverWorks,Comedy,8.45,136,153702,1275
Wu Liuqi Zhi Xuanwu Guo Pian,add some,Action,8.45,137,38450,3108
Yuu☆Yuu☆Hakusho,Pierrot,Action,8.45,138,605730,282
Golden Kamuy 3rd Season,Geno Studio,Action,8.45,139,129417,1443
Haikyuu!!,Production I.G,Sports,8.45,140,1720010,38
Josee to Tora to Sakana-tachi,Bones,Drama,8.45,141,307506,633
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,David Production,Action,8.44,142,948074,133
Mushishi Zoku Shou: Odoro no Michi,Artland,Adventure,8.44,143,91459,1878
Saiki Kusuo no Ψ-nan 2,J.C.Staff,Comedy,8.44,144,548544,334
Vivy: Fluorite Eye's Song,Wit Studio,Action,8.44,145,431978,431
Mononoke,Toei Animation,Fantasy,8.43,146,281801,707
Saiki Kusuo no Ψ-nan,J.C.Staff,Comedy,8.43,147,935403,137
Dr. Stone: Ryuusui,TMS Entertainment,Adventure,8.43,148,107173,1681
Gintama: Yorinuki Gintama-san on Theater 2D,Sunrise,Action,8.43,149,39802,3043
Grand Blue,Zero-G,Comedy,8.43,150,652447,252
Kono Oto Tomare! Part 2,Platinum Vision,Drama,8.43,151,141411,1355
Koukaku Kidoutai: Stand Alone Complex,Production I.G,Action,8.43,152,368269,509
Summertime Render,OLM,Mystery,8.42,153,228626,870
Major S5,SynergySP,Comedy,8.41,154,65978,2299
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Shuka,Drama,8.41,155,61371,2401
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,P.A. Works,Drama,8.41,156,363976,517
Shingeki no Kyojin: Kuinaki Sentaku,Wit Studio,Action,8.41,157,453052,408
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Kyoto Animation,Drama,8.41,158,342849,560
Yoru ni Kakeru,add some,Music,8.41,159,13976,4924
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,A-1 Pictures,Comedy,8.41,160,1458098,61
Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),ufotable,Action,8.41,161,191986,1032
Cross Game,SynergySP,Drama,8.4,162,115564,1578
Gintama°: Aizome Kaori-hen,Bandai Namco Pictures,Comedy,8.4,163,75899,2100
Houseki no Kuni (TV),Orange,Action,8.4,164,396556,472
Hunter x Hunter,Nippon Animation,Action,8.4,165,527575,346
Kaze ga Tsuyoku Fuiteiru,Production I.G,Drama,8.4,166,264700,757
Natsume Yuujinchou Roku Specials,Shuka,Drama,8.4,167,40851,3008
Non Non Biyori Nonstop,SILVER LINK.,Slice of Life,8.4,168,104207,1726
Tensei shitara Slime Datta Ken 2nd Season,8bit,Action,8.4,169,752249,199
Tian Guan Ci Fu,Haoliners Animation League,Action,8.39,170,98362,1786
3-gatsu no Lion,Shaft,Drama,8.39,171,612108,279
Barakamon,Kinema Citrus,Slice of Life,8.39,172,603670,284
Chihayafuru 2,Madhouse,Drama,8.39,173,215916,924
Kimetsu no Yaiba: Mugen Ressha-hen,ufotable,Action,8.39,174,455936,401
Baccano!,Brain's Base,Action,8.38,175,836713,165
Cowboy Bebop: Tengoku no Tobira,Bones,Action,8.38,176,337440,568
Fumetsu no Anata e,Brain's Base,Adventure,8.38,177,694715,231
Kamisama Hajimemashita: Kako-hen,TMS Entertainment,Comedy,8.38,178,147546,1317
Kizumonogatari I: Tekketsu-hen,Shaft,Vampire,8.38,179,474642,387
Usagi Drop,Production I.G,Slice of Life,8.38,180,457148,399
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,feel.,Comedy,8.38,181,614315,277
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Shaft,Drama,8.37,182,186753,1053
Mushoku Tensei: Isekai Ittara Honki Dasu,Studio Bind,Drama,8.37,183,967479,125
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,White Fox,Drama,8.37,184,947023,135
Mahou Shoujo Madoka★Magica,Shaft,Drama,8.36,185,1164143,91
Bakuman. 2nd Season,J.C.Staff,Comedy,8.36,186,330245,585
Haikyuu!! To the Top,Production I.G,Sports,8.36,187,786837,181
Hellsing Ultimate,Madhouse,Action,8.36,188,828306,168
Kaze no Tani no Nausicaä,Topcraft,Adventure,8.36,189,333038,576
Kobayashi-san Chi no Maid Dragon S,Kyoto Animation,Fantasy,8.36,190,455493,403
Made in Abyss Movie 2: Hourou Suru Tasogare,Kinema Citrus,Adventure,8.36,191,99503,1779
Gintama: Shiroyasha Koutan,Sunrise,Action,8.35,192,63744,2349
Given,Lerche,Boys Love,8.35,193,476784,384
JoJo no Kimyou na Bouken Part 6: Stone Ocean,David Production,Action,8.35,194,350627,544
K-On! Movie,Kyoto Animation,Comedy,8.35,195,297296,663
Kingdom 2nd Season,Pierrot,Action,8.35,196,105275,1705
Kiseijuu: Sei no Kakuritsu,Madhouse,Action,8.35,197,1652773,41
Psycho-Pass,Production I.G,Action,8.35,198,1477807,56
Major S6,SynergySP,Comedy,8.34,199,58205,2481
Natsume Yuujinchou: Itsuka Yuki no Hi ni,Brain's Base,Drama,8.34,200,73533,2146
Neon Genesis Evangelion,Gainax,Action,8.34,201,1575477,48
One Outs,Madhouse,Sports,8.34,202,216365,921
Sono Bisque Doll wa Koi wo Suru,CloverWorks,Romance,8.34,203,717963,224
Uchuu Senkan Yamato 2199,Xebec,Action,8.34,204,105821,1695
Bakemonogatari,Shaft,Mystery,8.34,205,1288878,80
Gotcha!,Bones,Fantasy,8.34,206,25539,3816
Holo no Graffiti,Hololive Production,Comedy,8.34,207,46407,2785
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,A-1 Pictures,Drama,8.33,208,1473781,58
Doupo Cangqiong: San Nian Zhi Yue,Motion Magic,Action,8.33,209,3741,8293
Katanagatari,White Fox,Action,8.33,210,520657,352
Kemono no Souja Erin,Production I.G,Drama,8.33,211,79435,2052
Mobile Suit Gundam: The Origin,Sunrise,Action,8.33,212,63840,2343
Natsume Yuujinchou Go Specials,Shuka,Drama,8.33,213,40409,3026
Ookami to Koushinryou II,Brain's Base,Adventure,8.33,214,453580,406
Romeo no Aoi Sora,Nippon Animation,Adventure,8.33,215,44833,2837
Versailles no Bara,Tokyo Movie Shinsha,Drama,8.33,216,85146,1975
Natsume Yuujinchou,Brain's Base,Drama,8.32,217,487011,375
NHK ni Youkoso!,Gonzo,Comedy,8.32,218,657486,245
Overlord IV,Madhouse,Action,8.32,219,264483,758
Sakamichi no Apollon,Tezuka Productions,Drama,8.32,220,348428,548
Tensei shitara Slime Datta Ken 2nd Season Part 2,8bit,Action,8.32,221,560014,325
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",Kyoto Animation,Drama,8.32,222,280092,714
Boku dake ga Inai Machi,A-1 Pictures,Mystery,8.32,223,1850071,31
Evangelion: 2.0 You Can (Not) Advance,Khara,Action,8.32,224,475675,386
Fate/stay night: Unlimited Blade Works 2nd Season,ufotable,Action,8.32,225,773006,187
Kawaki wo Ameku,add some,Music,8.32,226,25281,3836
Kotarou wa Hitorigurashi,LIDENFILMS,Comedy,8.32,227,85345,1970
Hunter x Hunter: Original Video Animation,Nippon Animation,Action,8.31,228,116879,1562
Initial D First Stage,Gallop,Action,8.31,229,313987,619
Kuroko no Basket 3rd Season,Production I.G,Sports,8.31,230,674841,238
Major: World Series,SynergySP,Comedy,8.31,231,34032,3322
Shelter (Music),A-1 Pictures,Sci-Fi,8.31,232,308416,630
Tenki no Ko,CoMix Wave Films,Drama,8.31,233,816737,171
World Trigger 3rd Season,Toei Animation,Action,8.31,234,84213,1991
Rurouni Kenshin: Meiji Kenkaku Romantan,Gallop,Action,8.3,235,453458,407
Shinsekai yori,A-1 Pictures,Drama,8.3,236,721474,221
Shirobako,P.A. Works,Comedy,8.3,237,411798,453
Steins;Gate: Oukoubakko no Poriomania,White Fox,Comedy,8.3,238,403006,465
Detective Conan Movie 06: The Phantom of Baker Street,TMS Entertainment,Adventure,8.3,239,70314,2212
Diamond no Ace: Second Season,Production I.G,Sports,8.3,240,123950,1488
Doukyuusei (Movie),A-1 Pictures,Boys Love,8.3,241,233487,854
Hibike! Euphonium 2,Kyoto Animation,Drama,8.3,242,203965,979
Hotarubi no Mori e,Brain's Base,Drama,8.3,243,740137,209
Ashita no Joe,Mushi Production,Action,8.29,244,77339,2086
Beck,Madhouse,Comedy,8.29,245,307059,635
Dr. Stone,TMS Entertainment,Adventure,8.29,246,1466228,59
Fate/Zero,ufotable,Action,8.29,247,1366707,70
Gintama: Shinyaku Benizakura-hen,Sunrise,Action,8.29,248,39253,3067
Kino no Tabi: The Beautiful World,A.C.G.T.,Action,8.29,249,277578,721
Tsubasa: Tokyo Revelations,Production I.G,Action,8.29,250,90060,1896
Nodame Cantabile,J.C.Staff,Comedy,8.28,251,294772,672
Paripi Koumei,P.A. Works,Adult Cast,8.28,252,185455,1062
Redline,Madhouse,Action,8.28,253,331002,580
Stranger: Mukou Hadan,Bones,Action,8.28,254,305861,642
Tokyo Godfathers,Madhouse,Comedy,8.28,255,253956,790
Gin no Saji 2nd Season,A-1 Pictures,Comedy,8.28,256,135751,1399
Gyakkyou Burai Kaiji: Ultimate Survivor,Madhouse,Suspense,8.28,257,316483,613
Kono Subarashii Sekai ni Shukufuku wo! 2,Studio Deen,Adventure,8.28,258,1329839,75
Koukaku Kidoutai,Production I.G,Action,8.28,259,561106,323
Bakemono no Ko,Studio Chizu,Adventure,8.27,260,382546,494
Hajime no Ippo: Champion Road,Madhouse,Sports,8.27,261,117340,1556
Planetes,Sunrise,Drama,8.27,262,228104,875
Sasaki to Miyano,Studio Deen,Boys Love,8.27,263,127960,1452
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,CloverWorks,Comedy,8.27,264,1486367,54
Tenkuu no Shiro Laputa,Studio Ghibli,Adventure,8.27,265,426134,436
Yuru Camp△,C-Station,Slice of Life,8.27,266,421835,439
Non Non Biyori Movie: Vacation,SILVER LINK.,Slice of Life,8.26,267,67985,2265
Space☆Dandy 2nd Season,Bones,Comedy,8.26,268,152863,1279
Tonari no Totoro,Studio Ghibli,Adventure,8.26,269,935246,138
Diamond no Ace: Act II,Madhouse,Sports,8.26,270,76789,2091
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Production I.G,Drama,8.26,271,13787,4949
Great Pretender,Wit Studio,Action,8.26,272,544951,337
Hunter x Hunter: Greed Island Final,Nippon Animation,Action,8.26,273,131921,1428
Initial D Final Stage,SynergySP,Racing,8.26,274,117859,1548
86,A-1 Pictures,Action,8.25,275,550690,331
Gyakkyou Burai Kaiji: Hakairoku-hen,Madhouse,Suspense,8.25,276,174185,1132
Kuroshitsuji Movie: Book of the Atlantic,A-1 Pictures,Action,8.25,277,172845,1144
Re:Zero kara Hajimeru Isekai Seikatsu,White Fox,Drama,8.25,278,1946772,23
Sennen Joyuu,Madhouse,Action,8.25,279,158778,1239
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,White Fox,Sci-Fi,8.25,280,230332,864
Wu Liuqi Zhi Zui Qiang Fa Xing Shi,add some,Action,8.25,281,51218,2652
Major S3,Studio Hibari,Drama,8.24,282,64391,2334
Naruto: Shippuuden,Pierrot,Action,8.24,283,2148575,16
Nodame Cantabile: Finale,J.C.Staff,Comedy,8.24,284,121775,1509
One Piece Movie 14: Stampede,Toei Animation,Action,8.24,285,140509,1364
Quanzhi Gaoshou Specials,Tencent Animation & Comics,Action,8.24,286,95775,1816
Youjo Senki Movie,Nut,Action,8.24,287,232182,859
Yuukoku no Moriarty Part 2,Production I.G,Mystery,8.24,288,191500,1035
Danshi Koukousei no Nichijou,Sunrise,Comedy,8.24,289,742099,207
Detective Conan: Episode One - The Great Detective Turned Small,TMS Entertainment,Adventure,8.24,290,27365,3697
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,Production I.G,Drama,8.24,291,21064,4151
Luo Xiao Hei Zhan Ji (Movie),add some,Adventure,8.24,292,17420,4522
Dororo,Tezuka Productions,Action,8.23,293,1029764,116
Golden Kamuy 2nd Season,Geno Studio,Action,8.23,294,164047,1215
Hajime no Ippo: Mashiba vs. Kimura,Madhouse,Sports,8.23,295,93805,1849
Kuroko no Basket 2nd Season,Production I.G,Sports,8.23,296,763397,192
Magi: The Kingdom of Magic,A-1 Pictures,Action,8.23,297,772102,188
Major S1,Studio Hibari,Comedy,8.23,298,93504,1858
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,Sunrise,Action,8.23,299,123046,1497
Ookami to Koushinryou,Imagin,Adventure,8.23,300,747754,201
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,Shaft,Drama,8.22,301,184081,1072
Mimi wo Sumaseba,Studio Ghibli,Drama,8.22,302,305011,645
No Game No Life: Zero,Madhouse,Drama,8.22,303,777854,185
SKET Dance,Tatsunoko Production,Comedy,8.22,304,210961,949
Trigun,Madhouse,Action,8.22,305,667463,244
xxxHOLiC: Kei,Production I.G,Comedy,8.22,306,131904,1429
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,feel.,Comedy,8.22,307,944606,136
Detective Conan Movie 13: The Raven Chaser,Tokyo Movie Shinsha,Action,8.22,308,54021,2580
Fruits Basket 1st Season,TMS Entertainment,Drama,8.22,309,683472,233
Hachimitsu to Clover II,J.C.Staff,Drama,8.22,310,100656,1764
Kono Sekai no Katasumi ni,MAPPA,Drama,8.22,311,165795,1202
Bungou Stray Dogs 3rd Season,Bones,Action,8.21,312,504235,362
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Madhouse,Comedy,8.21,313,107303,1679
Douluo Dalu: Xiaowu Juebie,Sparkly Key Animation Studio,Action,8.21,314,9059,5881
Horimiya,CloverWorks,Romance,8.21,315,1058333,111
IDOLiSH7: Third Beat!,TROYCA,Drama,8.21,316,16003,4678
Kaguya-hime no Monogatari,Studio Ghibli,Fantasy,8.21,317,197254,1006
Majo no Takkyuubin,Studio Ghibli,Adventure,8.21,318,499820,364
Major S2,Studio Hibari,Comedy,8.21,319,66849,2282
Nomad: Megalo Box 2,TMS Entertainment,Drama,8.21,320,172381,1147
ReLIFE: Kanketsu-hen,TMS Entertainment,Romance,8.21,321,335771,574
Saiki Kusuo no Ψ-nan: Kanketsu-hen,J.C.Staff,Comedy,8.21,322,185439,1063
Stand By Me Doraemon 2,Shirogumi,Comedy,8.21,323,16526,4613
Vanitas no Karte Part 2,Bones,Supernatural,8.21,324,191015,1036
Major S4,SynergySP,Comedy,8.2,325,60926,2413
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,Toei Animation,Action,8.2,326,54294,2570
Shoujo Shuumatsu Ryokou,White Fox,Adventure,8.2,327,294049,676
Tanoshii Muumin Ikka,Telescreen,Adventure,8.2,328,23091,3994
xxxHOLiC: Rou,Production I.G,Mystery,8.2,329,64491,2332
Yoru wa Mijikashi Arukeyo Otome,Science SARU,Comedy,8.2,330,107200,1682
Bakuman.,J.C.Staff,Comedy,8.2,331,575623,313
Berserk: Ougon Jidai-hen III - Kourin,Studio 4°C,Action,8.2,332,197551,1004
Bungou Stray Dogs 2nd Season,Bones,Action,8.2,333,715568,226
InuYasha: Kanketsu-hen,Sunrise,Action,8.2,334,256652,782
Little Busters!: Refrain,J.C.Staff,Comedy,8.2,335,154858,1272
Asobi Asobase,Lerche,Comedy,8.19,336,407885,461
Ballroom e Youkoso,Production I.G,Comedy,8.19,337,294465,675
Chihayafuru,Madhouse,Drama,8.19,338,419075,443
Eiga Daisuki Pompo-san (Movie),CLAP,Comedy,8.19,339,21287,4139
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,ufotable,Action,8.19,340,394592,477
Fate/stay night: Unlimited Blade Works,ufotable,Action,8.19,341,957067,128
